entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,arn,settlement_utr,order_id,order_receipt,method,upi_flow,card_network,card_issuer,card_type,dispute_id,additional_utr
setl_QZaKiPfBL9mAIK,settlement,0,0,0,INR,0,0,0,1,26/05/2025 19:38:29,26-05-2025,,,,,,,,,,,,,,,
pay_QZb3j47E3jcKP4,payment,0,0,2005.90,INR,1.18,0.18,0,1,26/05/2025 20:21:29,26-05-2025,setl_QZb5KMvScCPqQd,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZb3UuNBYqLPo4,C00021602,upi,,,,,,
setl_QZb5KMvScCPqQd,settlement,0,0,0,INR,0,0,0,1,26/05/2025 20:22:37,26-05-2025,,,,,,,,,,,,,,,
pay_QZbRz12xKbA8Eb,payment,0,0,10029.50,INR,1.18,0.18,0,1,26/05/2025 20:44:21,26-05-2025,setl_QZbTPTZ9Zc7jSO,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":10000,""t1_gst"":4.5,""t1_transaction_charges"":25,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZbRaKLxO7RxmU,C00021603,upi,,,,,,
setl_QZbTPTZ9Zc7jSO,settlement,0,0,0,INR,0,0,0,1,26/05/2025 20:45:24,26-05-2025,,,,,,,,,,,,,,,
pay_QZbVkqcTNtBovx,payment,0,0,4011.80,INR,1.18,0.18,0,1,26/05/2025 20:48:18,26-05-2025,setl_QZbXfctlBIGlck,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":4000,""t1_gst"":1.8,""t1_transaction_charges"":10,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZbVSRm4bYcTz4,C00021604,upi,,,,,,
setl_QZbXfctlBIGlck,settlement,0,0,0,INR,0,0,0,1,26/05/2025 20:49:26,26-05-2025,,,,,,,,,,,,,,,
pay_QZbbnvYYJxNocu,payment,0,0,1238.90,INR,1.18,0.18,0,1,26/05/2025 20:54:00,26-05-2025,setl_QZbds3CvNHSveh,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZbauErm11bvxE,C00021605,upi,,,,,,
setl_QZbds3CvNHSveh,settlement,0,0,0,INR,0,0,0,1,26/05/2025 20:55:19,26-05-2025,,,,,,,,,,,,,,,
pay_QZchaFtuixaJYm,payment,0,0,1238.90,INR,1.18,0.18,0,1,26/05/2025 21:58:03,26-05-2025,setl_QZckHrHYY91N72,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZcafyIjvneosp,C00021606,upi,,,,,,
setl_QZckHrHYY91N72,settlement,0,0,0,INR,0,0,0,1,26/05/2025 22:00:05,26-05-2025,,,,,,,,,,,,,,,
pay_QZd0BM1IWSTy9v,payment,0,0,4513.20,INR,1.18,0.18,0,1,26/05/2025 22:15:23,26-05-2025,setl_QZd2AtmyNhiyLN,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":4500,""t1_gst"":2,""t1_transaction_charges"":11.2,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZczGDrPBq7MXH,C00021607,upi,,,,,,
setl_QZd2AtmyNhiyLN,settlement,0,0,0,INR,0,0,0,1,26/05/2025 22:17:01,26-05-2025,,,,,,,,,,,,,,,
pay_QZjdLG7gWAgL9n,payment,0,0,10029.50,INR,1.18,0.18,0,1,27/05/2025 04:44:40,27-05-2025,setl_QZjeX9BQDcAF1C,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":10000,""t1_gst"":4.5,""t1_transaction_charges"":25,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZjckjf6dKRIch,C00021612,upi,,,,,,
setl_QZjeX9BQDcAF1C,settlement,0,0,0,INR,0,0,0,1,27/05/2025 04:45:29,27-05-2025,,,,,,,,,,,,,,,
pay_QZjqqL1YEXlr8Z,payment,0,0,2005.90,INR,1.18,0.18,0,1,27/05/2025 04:57:38,27-05-2025,setl_QZjsWICsNHW7f1,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZjqUFvz6cqOSh,C00021613,upi,,,,,,
setl_QZjsWICsNHW7f1,settlement,0,0,0,INR,0,0,0,1,27/05/2025 04:58:43,27-05-2025,,,,,,,,,,,,,,,
pay_QZmzFXRY8PY6HH,payment,0,0,2241.90,INR,1.18,0.18,0,1,27/05/2025 08:01:28,27-05-2025,setl_QZn2iHksSmkj88,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZmxX9IN893Gr2,C00021615,upi,,,,,,
setl_QZn2iHksSmkj88,settlement,0,0,0,INR,0,0,0,1,27/05/2025 08:04:27,27-05-2025,,,,,,,,,,,,,,,
pay_QZoz9Qf5AXk0WY,payment,0,10265.50,10265.50,INR,11.80,1.80,0,1,27/05/2025 09:59:12,27-05-2025,setl_QZp1d12IA1xY6b,Payment towards NPS initial contribution,"{""t1_gst"":4.5,""t2_gst"":0,""t1_amount"":10000,""t2_amount"":0,""registration"":236,""t1_transaction_charges"":25,""t2_transaction_charges"":0}",,,,order_QZoytpqETh9kzT,C00021616,netbanking,,,,,,
setl_QZp1d12IA1xY6b,settlement,10265.50,0,10265.50,INR,0,0,0,1,27/05/2025 10:00:49,27-05-2025,,,,,,CB0081183363,,,,,,,,,CB0081183363
pay_QZpRPmOAj5wf3V,payment,0,0,3244.80,INR,1.18,0.18,0,1,27/05/2025 10:25:38,27-05-2025,setl_QZpSls1eprljLh,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":3000,""t1_gst"":1.3,""t1_transaction_charges"":7.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZpQl3lKfEsV2a,C00021617,upi,,,,,,
setl_QZpSls1eprljLh,settlement,0,0,0,INR,0,0,0,1,27/05/2025 10:26:31,27-05-2025,,,,,,,,,,,,,,,
pay_QZpkyYITpCeDXD,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 10:44:18,27-05-2025,setl_QZpnHRPT05zMU1,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZpkWBQs0dLVN9,C00021618,upi,,,,,,
setl_QZpnHRPT05zMU1,settlement,0,0,0,INR,0,0,0,1,27/05/2025 10:45:56,27-05-2025,,,,,,,,,,,,,,,
pay_QZpopB7SJvOvzz,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 10:47:49,27-05-2025,setl_QZpqI6DHljqSlL,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZpmgB7rY0ie0u,C00021619,upi,,,,,,
setl_QZpqI6DHljqSlL,settlement,0,0,0,INR,0,0,0,1,27/05/2025 10:48:46,27-05-2025,,,,,,,,,,,,,,,
pay_QZq3ZdlXQLwo1P,payment,0,0,10265.50,INR,1.18,0.18,0,1,27/05/2025 11:01:34,27-05-2025,setl_QZq4wb0Qv7YZ5f,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":10000,""t1_gst"":4.5,""t1_transaction_charges"":25,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZq23AAVv3OgbC,C00021622,upi,,,,,,
setl_QZq4wb0Qv7YZ5f,settlement,0,0,0,INR,0,0,0,1,27/05/2025 11:02:39,27-05-2025,,,,,,,,,,,,,,,
pay_QZqJRTwLiSlG7M,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 11:17:13,27-05-2025,setl_QZqLpk0nnrFlS9,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZpqFo8D6d7jfn,C00021620,upi,,,,,,
setl_QZqLpk0nnrFlS9,settlement,0,0,0,INR,0,0,0,1,27/05/2025 11:18:38,27-05-2025,,,,,,,,,,,,,,,
pay_QZqp0IpZ8P77wn,payment,0,0,5014.70,INR,1.18,0.18,0,1,27/05/2025 11:47:02,27-05-2025,setl_QZqqyAbHi3Lm4B,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":5000,""t1_gst"":2.2,""t1_transaction_charges"":12.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZqokIwvgkM6FK,C00021623,upi,,,,,,
setl_QZqqyAbHi3Lm4B,settlement,0,0,0,INR,0,0,0,1,27/05/2025 11:48:07,27-05-2025,,,,,,,,,,,,,,,
pay_QZrlHq5Omk5LJ5,payment,0,0,2005.90,INR,1.18,0.18,0,1,27/05/2025 12:41:49,27-05-2025,setl_QZrn3s00VFUpIW,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZrkaX04K20dTv,C00021626,upi,,,,,,
setl_QZrn3s00VFUpIW,settlement,0,0,0,INR,0,0,0,1,27/05/2025 12:43:06,27-05-2025,,,,,,,,,,,,,,,
pay_QZs41IQs2QIFCg,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 12:59:19,27-05-2025,setl_QZsoDAW6sAjCFj,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZs3sXORizdV7O,C00021627,upi,,,,,,
pay_QZs6kwNpCB6eT0,payment,0,0,20059.00,INR,1.18,0.18,0,1,27/05/2025 13:02:09,27-05-2025,setl_QZsoDAW6sAjCFj,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":20000,""t1_gst"":9,""t1_transaction_charges"":50,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZs6AwEKtHmaNi,C00021628,upi,,,,,,
pay_QZsSYRoFaP4Fey,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 13:22:53,27-05-2025,setl_QZsoDAW6sAjCFj,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZsS6Gy9v4hpQh,C00021629,upi,,,,,,
setl_QZsoDAW6sAjCFj,settlement,0,0,0,INR,0,0,0,1,27/05/2025 13:42:53,27-05-2025,,,,,,,,,,,,,,,
pay_QZt2DMtUUPoquM,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 13:57:07,27-05-2025,setl_QZtykiLAUI2vh3,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZt0jUNDLYvDHQ,C00021630,upi,,,,,,
pay_QZtwu6zXT2LfHc,payment,0,0,50147.50,INR,1.18,0.18,0,1,27/05/2025 14:50:00,27-05-2025,setl_QZtykiLAUI2vh3,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":50000,""t1_gst"":22.5,""t1_transaction_charges"":125,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZtwA1thYLbmGQ,C00021631,upi,,,,,,
setl_QZtykiLAUI2vh3,settlement,0,0,0,INR,0,0,0,1,27/05/2025 14:51:34,27-05-2025,,,,,,,,,,,,,,,
pay_QZu6fwFOs8gXNK,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 14:59:32,27-05-2025,setl_QZu8SddZaaBQHk,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZu6Ak6VaHczDN,C00021633,upi,,,,,,
setl_QZu8SddZaaBQHk,settlement,0,0,0,INR,0,0,0,1,27/05/2025 15:00:45,27-05-2025,,,,,,,,,,,,,,,
pay_QZuurRM9fRqT90,payment,0,0,50147.50,INR,1.18,0.18,0,1,27/05/2025 15:51:33,27-05-2025,setl_QZv1W5Kqcw4f0y,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":50000,""t1_gst"":22.5,""t1_transaction_charges"":125,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZutf6AdXUTbZS,C00021635,upi,,,,,,
setl_QZv1W5Kqcw4f0y,settlement,0,0,0,INR,0,0,0,1,27/05/2025 15:52:52,27-05-2025,,,,,,,,,,,,,,,
pay_QZvDuxxoXLzQMF,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 16:05:06,27-05-2025,setl_QZvGqBbLJDSBTp,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZvD6pjGpAQ7Rr,C00021636,upi,,,,,,
setl_QZvGqBbLJDSBTp,settlement,0,0,0,INR,0,0,0,1,27/05/2025 16:07:23,27-05-2025,,,,,,,,,,,,,,,
pay_QZvZSRjdigBkpb,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 16:33:18,27-05-2025,setl_QZvjXUQcOnt7q6,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZvHYbhH6pCk9A,C00021637,upi,,,,,,
setl_QZvjXUQcOnt7q6,settlement,0,0,0,INR,0,0,0,1,27/05/2025 16:34:33,27-05-2025,,,,,,,,,,,,,,,
pay_QZwITR1kzHkUfG,payment,0,1002.90,1002.90,INR,8.26,1.26,0,1,27/05/2025 17:08:31,27-05-2025,setl_QZwKgFwk6OeUBU,Payment towards NPS contribution,"{""t1_gst"":0.40000000000000002,""t2_gst"":0,""t1_amount"":1000,""t2_amount"":0,""registration"":0,""t1_transaction_charges"":2.5,""t2_transaction_charges"":0}",,,,order_QZwHgO3EV8FcT0,C00021638,netbanking,,,,,,
setl_QZwKgFwk6OeUBU,settlement,1002.90,0,1002.90,INR,0,0,0,1,27/05/2025 17:09:43,27-05-2025,,,,,,CB0081231067,,,,,,,,,CB0081231067
pay_QZxCw3NjAmx2Kx,payment,0,0,7020.60,INR,1.18,0.18,0,1,27/05/2025 18:01:11,27-05-2025,setl_QZxJeLfp1UGWxC,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":7000,""t1_gst"":3.1,""t1_transaction_charges"":17.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZxCQn0B1eojBP,C00021640,upi,,,,,,
setl_QZxJeLfp1UGWxC,settlement,0,0,0,INR,0,0,0,1,27/05/2025 18:07:25,27-05-2025,,,,,,,,,,,,,,,
pay_QZyDS5G4OXZX8s,payment,0,0,36573.90,INR,1.18,0.18,0,1,27/05/2025 19:00:33,27-05-2025,setl_QZyEmhdwNweUyP,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":36231,""t1_gst"":16.3,""t1_transaction_charges"":90.6,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZyDIJR2zIMCHg,C00021643,upi,,,,,,
setl_QZyEmhdwNweUyP,settlement,0,0,0,INR,0,0,0,1,27/05/2025 19:01:31,27-05-2025,,,,,,,,,,,,,,,
pay_QZyECC4xrCuLAm,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 19:01:38,27-05-2025,setl_QZyG1wWaEhuRs6,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZyC6pEcDqw8Bs,C00021642,upi,,,,,,
setl_QZyG1wWaEhuRs6,settlement,0,0,0,INR,0,0,0,1,27/05/2025 19:02:44,27-05-2025,,,,,,,,,,,,,,,
pay_QZyFkYwGwseXXh,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 19:02:56,27-05-2025,setl_QZyH62DXv6Wdaj,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZyFL20BuUXglH,C00021644,upi,,,,,,
setl_QZyH62DXv6Wdaj,settlement,0,0,0,INR,0,0,0,1,27/05/2025 19:03:42,27-05-2025,,,,,,,,,,,,,,,
pay_QZyUwZtuyfRWhC,payment,0,0,3008.80,INR,1.18,0.18,0,1,27/05/2025 19:19:58,27-05-2025,setl_QZyc7j9xpPCVHJ,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":3000,""t1_gst"":1.3,""t1_transaction_charges"":7.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QZyUj7lhXOS5av,C00021645,upi,,,,,,
setl_QZyc7j9xpPCVHJ,settlement,0,0,0,INR,0,0,0,1,27/05/2025 19:23:37,27-05-2025,,,,,,,,,,,,,,,
pay_Qa07qYnqtFUNWY,payment,0,0,3008.80,INR,1.18,0.18,0,1,27/05/2025 20:52:37,27-05-2025,setl_Qa09DL6zQv0ufE,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":3000,""t1_gst"":1.3,""t1_transaction_charges"":7.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qa07OuFZCEPEyk,C00021648,upi,,,,,,
setl_Qa09DL6zQv0ufE,settlement,0,0,0,INR,0,0,0,1,27/05/2025 20:53:37,27-05-2025,,,,,,,,,,,,,,,
pay_Qa0rm0uXyxJPdO,payment,0,0,1238.90,INR,1.18,0.18,0,1,27/05/2025 21:36:09,27-05-2025,setl_Qa0taV2E6BWdvd,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qa0qsgXsiV9fF4,C00021649,upi,,,,,,
setl_Qa0taV2E6BWdvd,settlement,0,0,0,INR,0,0,0,1,27/05/2025 21:37:32,27-05-2025,,,,,,,,,,,,,,,
pay_Qa1ZqycszeOk23,payment,0,0,15280.30,INR,1.18,0.18,0,1,27/05/2025 22:18:06,27-05-2025,setl_Qa1c2os2ycoe2Y,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":15000,""t1_gst"":6.8,""t1_transaction_charges"":37.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qa1Z2Go8CsUox9,C00021650,upi,,,,,,
setl_Qa1c2os2ycoe2Y,settlement,0,0,0,INR,0,0,0,1,27/05/2025 22:19:37,27-05-2025,,,,,,,,,,,,,,,
pay_Qa1rDPDTawEbOo,payment,0,0,1002.90,INR,1.18,0.18,0,1,27/05/2025 22:34:30,27-05-2025,setl_Qa1snFPjqRwrYf,Payment towards NPS contribution,"{""registration"":0,""t1_amount"":1000,""t1_gst"":0.4,""t1_transaction_charges"":2.5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qa1qUT5kIRZeis,C00021652,upi,,,,,,
setl_Qa1snFPjqRwrYf,settlement,0,0,0,INR,0,0,0,1,27/05/2025 22:35:28,27-05-2025,,,,,,,,,,,,,,,
pay_Qa2lguEmPvAJKM,payment,0,0,2241.90,INR,1.18,0.18,0,1,27/05/2025 23:27:43,27-05-2025,setl_Qa2mt3mgr3ft13,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_Qa2lEk1fngLsRi,C00021653,upi,,,,,,
setl_Qa2mt3mgr3ft13,settlement,0,0,0,INR,0,0,0,1,27/05/2025 23:28:34,27-05-2025,,,,,,,,,,,,,,,
pay_Qa5e30QFyLG1gM,payment,0,0,5250.70,INR,1.18,0.18,0,1,28/05/2025 02:16:36,28-05-2025,setl_Qa5fR0lKEl2Gf4,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_Qa5cvdLuyzgfQ6,C00021658,upi,,,,,,
setl_Qa5fR0lKEl2Gf4,settlement,0,0,0,INR,0,0,0,1,28/05/2025 02:17:36,28-05-2025,,,,,,,,,,,,,,,
pay_QaBnM1vCyaIvpu,payment,0,10029.50,10029.50,INR,11.80,1.80,0,1,28/05/2025 08:17:42,28-05-2025,setl_QaBp1Y6NrAexm6,Payment towards NPS contribution,"{""t1_gst"":4.5,""t2_gst"":0,""t1_amount"":10000,""t2_amount"":0,""registration"":0,""t1_transaction_charges"":25,""t2_transaction_charges"":0}",,,,order_QaBlPJu2kUuO87,C00021661,netbanking,,,,,,
setl_QaBp1Y6NrAexm6,settlement,10029.50,0,10029.50,INR,0,0,0,1,28/05/2025 08:18:50,28-05-2025,,,,,,CB0081282026,,,,,,,,,CB0081282026
pay_QaBrsCAHJrAdrb,payment,0,0,3008.80,INR,1.18,0.18,0,1,28/05/2025 08:21:50,28-05-2025,setl_QaBt6RGocEoWxn,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":3000, ""t1_gst"":1.3, ""t1_transaction_charges"":7.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaBpFwQKIdngoF,C00021662,upi,,,,,,
setl_QaBt6RGocEoWxn,settlement,0,0,0,INR,0,0,0,1,28/05/2025 08:22:41,28-05-2025,,,,,,,,,,,,,,,
pay_QaCn6z9NakF7J6,payment,0,0,1002.90,INR,1.18,0.18,0,1,28/05/2025 09:15:54,28-05-2025,setl_QaCoFMrUcTyeOX,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaCmpaEvqkV4FY,C00021663,upi,,,,,,
setl_QaCoFMrUcTyeOX,settlement,0,0,0,INR,0,0,0,1,28/05/2025 09:16:47,28-05-2025,,,,,,,,,,,,,,,
pay_QaDDXwJpqpXCgj,payment,0,0,10029.50,INR,1.18,0.18,0,1,28/05/2025 09:41:05,28-05-2025,setl_QaDFAAQyecJetA,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":10000, ""t1_gst"":4.5, ""t1_transaction_charges"":25, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaDD9ED8HYpIHd,C00021664,upi,,,,,,
setl_QaDFAAQyecJetA,settlement,0,0,0,INR,0,0,0,1,28/05/2025 09:42:17,28-05-2025,,,,,,,,,,,,,,,
pay_QaDUCllF5PDwmN,payment,0,2241.90,2241.90,INR,12.98,1.98,0,1,28/05/2025 09:57:07,28-05-2025,setl_QaDVzt6rX3Hklj,Payment towards NPS initial contribution,"{""registration"":236,""t1_amount"":2000,""t1_gst"":0.9,""t1_transaction_charges"":5,""t2_amount"":0,""t2_gst"":0,""t2_transaction_charges"":0}",,,,order_QaDTvFT0AsuWI1,C00021667,netbanking,,,,,,
setl_QaDVzt6rX3Hklj,settlement,2241.90,0,2241.90,INR,0,0,0,1,28/05/2025 09:58:13,28-05-2025,,,,,,CB0081289228,,,,,,,,,CB0081289228
pay_QaE1d9NEXquxV9,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 10:28:49,28-05-2025,setl_QaE3JRZsnCHfDL,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaE16jQBPLY4oW,C00021668,upi,,,,,,
setl_QaE3JRZsnCHfDL,settlement,0,0,0,INR,0,0,0,1,28/05/2025 10:29:45,28-05-2025,,,,,,,,,,,,,,,
pay_QaEEtJjJHWfcjr,payment,0,0,1955.80,INR,1.18,0.18,0,1,28/05/2025 10:41:38,28-05-2025,setl_QaEGzIKBE0KA4B,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":1950, ""t1_gst"":0.9, ""t1_transaction_charges"":4.9, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaEEQnmvSIws4H,C00021669,upi,,,,,,
setl_QaEGzIKBE0KA4B,settlement,0,0,0,INR,0,0,0,1,28/05/2025 10:42:41,28-05-2025,,,,,,,,,,,,,,,
pay_QaEP4uMliHfm3a,payment,0,0,5014.70,INR,1.18,0.18,0,1,28/05/2025 10:50:45,28-05-2025,setl_QaEQOi47XxLhsg,Payment towards NPS contribution,"{""registration"":0, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaEOWpIpu8KL5h,C00021670,upi,,,,,,
setl_QaEQOi47XxLhsg,settlement,0,0,0,INR,0,0,0,1,28/05/2025 10:51:36,28-05-2025,,,,,,,,,,,,,,,
pay_QaEhK37R9yaFhe,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 11:08:16,28-05-2025,setl_QaEjAQdtWHvb2P,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaEfVbckkOOt5h,C00021671,upi,,,,,,
setl_QaEjAQdtWHvb2P,settlement,0,0,0,INR,0,0,0,1,28/05/2025 11:09:22,28-05-2025,,,,,,,,,,,,,,,
pay_QaFTmDgNIjPu9M,payment,0,0,1238.90,INR,1.18,0.18,0,1,28/05/2025 11:53:51,28-05-2025,setl_QaFVHU0Me3VduB,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":1000, ""t1_gst"":0.4, ""t1_transaction_charges"":2.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaFTUudtLLV00k,C00021673,upi,,,,,,
setl_QaFVHU0Me3VduB,settlement,0,0,0,INR,0,0,0,1,28/05/2025 11:54:55,28-05-2025,,,,,,,,,,,,,,,
pay_QaGXfEf81Md6V4,payment,0,0,5250.70,INR,1.18,0.18,0,1,28/05/2025 12:56:32,28-05-2025,setl_QaGZJPnJCnxsXL,Payment towards NPS initial contribution,"{""registration"":236, ""t1_amount"":5000, ""t1_gst"":2.2, ""t1_transaction_charges"":12.5, ""t2_amount"":0, ""t2_gst"":0, ""t2_transaction_charges"":0}",,,,order_QaGX5OOi2NafPF,C00021674,upi,,,,,,
